transaction_id,account_id,amount,transaction_date,transaction_type
1154,205,1386.37,2024-11-03,Credit
1155,205,-151.84,2024-01-10,Debit
1156,205,3726.25,2024-08-29,Credit
1157,205,-2355.16,2024-02-06,Debit
1158,205,-4949.13,2024-10-05,Debit
1159,205,-1309.59,2024-10-24,Debit
1160,205,4686.1,2024-06-23,Credit
1161,205,-1061.38,2024-05-22,Debit
1162,205,-1547.74,2024-08-01,Debit
1163,205,4444.37,2024-06-10,Credit
1164,205,1677.83,2024-08-30,Credit
1165,205,2388.83,2024-11-06,Credit
1166,205,-144.36,2024-07-11,Debit
1167,205,41.59,2024-10-04,Credit
1168,205,-1679.59,2024-01-25,Debit
1169,205,-3372.39,2024-03-12,Debit
1170,205,-2447.01,2024-12-05,Debit
1171,205,-1918.48,2024-11-11,Debit
1172,205,3005.98,2024-09-23,Credit
1173,205,-1342.36,2024-03-17,Debit
1174,205,811.21,2024-01-02,Credit
1175,205,4681.18,2024-04-05,Credit
1176,205,-2879.16,2024-02-28,Debit
1177,205,-3213.82,2024-06-12,Debit
1178,205,1753.48,2024-10-14,Credit
1179,205,-355.37,2024-08-08,Debit
1180,205,-1596.94,2024-11-07,Debit
1181,205,1593.81,2024-08-16,Credit
1182,205,3453.12,2024-06-15,Credit
1183,205,-2723.41,2024-01-29,Debit
1184,205,-4511.46,2024-07-09,Debit
1185,205,-51.04,2024-06-22,Debit
1186,205,-2016.27,2024-10-08,Debit
1187,205,-2110.36,2024-03-08,Debit
1188,205,-185.93,2024-08-19,Debit
1189,205,-1304.69,2024-05-03,Debit
1190,205,4216.87,2024-12-23,Credit
1191,205,3979.77,2024-10-14,Credit
1192,205,-2123.64,2024-09-09,Debit
1193,205,-818.73,2024-04-06,Debit
1194,205,-247.81,2024-07-23,Debit
1195,205,3556.52,2024-12-05,Credit
1196,205,-4071.82,2024-04-07,Debit
1197,205,1054.31,2024-05-15,Credit
1198,205,-653.82,2024-03-31,Debit
1199,205,2935.42,2024-03-20,Credit
1200,205,-4141.23,2024-01-15,Debit
1201,205,350.33,2024-07-30,Credit
1202,205,3267.36,2024-06-29,Credit
1203,206,-4302.86,2024-07-27,Debit
1204,206,-1229.01,2024-01-28,Debit
1205,206,3836.61,2024-07-19,Credit
1206,206,1817.11,2024-10-14,Credit
1207,206,3956.42,2024-05-10,Credit
1208,206,-1087.36,2024-03-18,Debit
1209,206,-4483.23,2024-04-28,Debit
1210,206,1281.35,2024-12-26,Credit
1211,206,-1208.77,2024-08-07,Debit
1212,206,619.97,2024-05-24,Credit
1213,206,-1133.69,2024-12-10,Debit
1214,206,-1967.86,2024-04-05,Debit
1215,206,2894.07,2024-10-16,Credit
1216,206,-413.56,2024-05-11,Debit
1217,206,-2444.98,2024-01-26,Debit
1218,206,-1926.98,2024-07-26,Debit
1219,206,4460.67,2024-08-31,Credit
1220,206,1008.3,2024-06-27,Credit
1221,206,1344.54,2024-10-18,Credit
1222,206,-3611.52,2024-01-26,Debit
1223,206,-2453.84,2024-08-01,Debit
1224,206,1376.19,2024-02-14,Credit
1225,206,274.98,2024-02-08,Credit
1226,206,1805.26,2024-07-05,Credit
1227,206,507.77,2024-02-01,Credit
1228,206,-1921.58,2024-09-23,Debit
1229,206,1278.02,2024-12-12,Credit
1230,206,-3079.28,2024-06-28,Debit
1231,206,-2038.14,2024-11-04,Debit
1232,206,-4916.2,2024-03-18,Debit
1233,206,-2525.82,2024-06-25,Debit
1234,206,-3191.47,2024-07-06,Debit
1235,206,2271.53,2024-04-25,Credit
1236,206,-3033.1,2024-08-06,Debit
1237,206,-3143.3,2024-01-30,Debit
1238,206,-1964.04,2024-12-24,Debit
1239,206,-3539.23,2024-11-23,Debit
1240,206,2278.14,2024-05-07,Credit
1241,206,130.14,2024-10-08,Credit
1242,206,-1342.04,2024-06-04,Debit
1243,206,903.61,2024-05-13,Credit
1244,207,83.23,2024-01-01,Credit
1245,207,295.09,2024-10-14,Credit
1246,207,-3017.02,2024-07-14,Debit
1247,207,3896.85,2024-04-07,Credit
1248,207,984.29,2024-08-07,Credit
1249,207,4595.72,2024-07-01,Credit
1250,207,-934.64,2024-08-04,Debit
1251,207,-4272.21,2024-10-27,Debit
1252,207,-4127.97,2024-08-31,Debit
1253,207,4396.58,2024-05-11,Credit
1254,207,-2931.2,2024-11-29,Debit
1255,207,3658.28,2024-01-02,Credit
1256,207,-4470.08,2024-03-31,Debit
1257,207,-3594.71,2024-03-14,Debit
1258,207,-1067.86,2024-10-20,Debit
1259,207,-3619.04,2024-10-31,Debit
1260,207,3358.49,2024-11-17,Credit
1261,207,122.57,2024-01-14,Credit
1262,207,2030.11,2024-01-26,Credit
1263,207,3419.08,2024-07-17,Credit
1264,207,-1535.62,2024-09-21,Debit
1265,207,-4200.9,2024-01-05,Debit
1266,207,-4489.81,2024-02-14,Debit
1267,207,874.87,2024-01-24,Credit
1268,207,478.74,2024-11-25,Credit
1269,207,717.15,2024-09-29,Credit
1270,207,-2244.58,2024-06-02,Debit
1271,207,1079.82,2024-03-22,Credit
1272,207,-4608.76,2024-09-28,Debit
1273,207,3113.64,2024-01-26,Credit
1274,207,4924.85,2024-11-13,Credit
1275,207,-3637.05,2024-12-11,Debit
1276,207,1822.3,2024-05-03,Credit
1277,207,1578.46,2024-08-29,Credit
1278,207,1071.7,2024-08-07,Credit
1279,207,2469.69,2024-06-23,Credit
1280,207,-4318.82,2024-06-15,Debit
1281,207,2637.56,2024-12-08,Credit
1282,207,4716.63,2024-12-08,Credit
1283,207,-4801.51,2024-04-22,Debit
1284,207,-847.51,2024-03-28,Debit
1285,207,873.62,2024-05-02,Credit
1286,207,-1675.73,2024-01-13,Debit
1287,207,4135.23,2024-02-29,Credit
1288,207,476.93,2024-12-12,Credit
1289,207,4299.93,2024-02-15,Credit
1290,207,-720.42,2024-02-29,Debit
1291,207,-4470.51,2024-07-11,Debit
1292,207,1384.42,2024-10-30,Credit
1293,207,2455.26,2024-10-22,Credit
1294,207,-4328.69,2024-01-23,Debit
1295,207,930.29,2024-05-13,Credit
1296,207,-4717.55,2024-08-07,Debit
1297,207,3503.77,2024-08-04,Credit
1298,208,3384.48,2024-06-26,Credit
1299,208,-4168.53,2024-09-26,Debit
1300,208,3335.98,2024-06-14,Credit
1301,208,-423.66,2024-05-20,Debit
1302,208,1988.99,2024-08-29,Credit
1303,208,-1391.3,2024-04-24,Debit
1304,208,-1035.12,2024-08-08,Debit
1305,208,2555.18,2024-02-10,Credit
1306,208,-3431.47,2024-11-19,Debit
1307,208,-2882.11,2024-07-08,Debit
1308,208,-2401.15,2024-08-06,Debit
1309,208,3979.99,2024-08-30,Credit
1310,208,2384.05,2024-06-18,Credit
1311,208,3310.5,2024-07-05,Credit
1312,208,-3924.1,2024-10-04,Debit
1313,208,-304.17,2024-08-26,Debit
1314,208,3605.47,2024-07-16,Credit
1315,208,1679.92,2024-04-20,Credit
1316,208,-3870.83,2024-01-17,Debit
1317,208,-2049.32,2024-10-19,Debit
1318,208,72.46,2024-01-16,Credit
1319,208,3018.49,2024-04-04,Credit
1320,208,-326.03,2024-02-21,Debit
1321,208,4664.04,2024-04-22,Credit
1322,208,-818.42,2024-05-05,Debit
1323,208,4529.61,2024-09-06,Credit
1324,208,-1365.06,2024-03-30,Debit
1325,208,1956.75,2024-08-25,Credit
1326,208,4251.48,2024-10-21,Credit
1327,208,-1865.33,2024-03-08,Debit
1328,208,-336.45,2024-07-09,Debit
1329,208,1032.48,2024-02-16,Credit
1330,208,1317.12,2024-04-06,Credit
1331,208,2652.86,2024-12-30,Credit
1332,208,1812.05,2024-11-28,Credit
1333,208,-340.27,2024-10-10,Debit
1334,208,1554.49,2024-08-05,Credit
1335,208,-4016.33,2024-09-02,Debit
1336,208,301.7,2024-11-04,Credit
1337,208,-4773.8,2024-08-01,Debit
1338,208,-468.93,2024-02-29,Debit
1339,208,-1531.96,2024-04-07,Debit
1340,208,2633.36,2024-02-27,Credit
1341,208,-793.37,2024-12-24,Debit
1342,208,4074.92,2024-10-12,Credit
1343,208,-2945.6,2024-03-08,Debit
1344,208,2583.84,2024-10-13,Credit
1345,208,4285.06,2024-06-12,Credit
1346,208,-4420.22,2024-09-27,Debit
1347,208,3783.25,2024-05-23,Credit
1348,208,-1195.3,2024-04-12,Debit
1349,208,-1871.64,2024-12-15,Debit
1350,208,1261.45,2024-02-09,Credit
1351,208,-3276.23,2024-11-20,Debit
1352,208,-4677.8,2024-11-21,Debit
1353,208,2815.39,2024-05-04,Credit
1354,208,1779.39,2024-12-17,Credit
1355,208,4189.72,2024-12-07,Credit
1356,208,4141.68,2024-06-17,Credit
1357,208,-4523.0,2024-05-03,Debit
1358,208,-1392.24,2024-05-23,Debit
1359,208,1443.42,2024-12-29,Credit
1360,208,-1618.6,2024-03-28,Debit
1361,208,1709.68,2024-07-31,Credit
1362,209,-2718.09,2024-07-22,Debit
1363,209,-2439.39,2024-11-22,Debit
1364,209,-675.42,2024-06-30,Debit
1365,209,2915.86,2024-04-29,Credit
1366,209,2831.92,2024-07-29,Credit
1367,209,3621.9,2024-06-07,Credit
1368,209,1448.7,2024-06-30,Credit
1369,209,4311.42,2024-08-23,Credit
1370,209,4789.72,2024-05-09,Credit
1371,209,-1326.44,2024-05-21,Debit
1372,209,-2646.67,2024-11-28,Debit
1373,209,4753.2,2024-06-06,Credit
1374,209,-3707.61,2024-05-30,Debit
1375,209,2000.16,2024-08-26,Credit
1376,209,2257.18,2024-01-17,Credit
1377,209,4926.33,2024-05-29,Credit
1378,209,-4233.25,2024-09-29,Debit
1379,209,4485.17,2024-11-08,Credit
1380,209,35.38,2024-09-23,Credit
1381,209,1576.1,2024-03-16,Credit
1382,209,380.04,2024-04-18,Credit
1383,209,-487.89,2024-06-27,Debit
1384,209,-4669.99,2024-01-29,Debit
1385,209,4649.74,2024-02-08,Credit
1386,209,-1070.92,2024-11-10,Debit
1387,209,3634.25,2024-10-31,Credit
1388,209,1045.26,2024-06-10,Credit
1389,209,-3779.74,2024-03-06,Debit
1390,209,-1701.28,2024-08-11,Debit
1391,209,4654.58,2024-06-09,Credit
1392,209,-1305.4,2024-01-09,Debit
1393,209,-123.66,2024-05-02,Debit
1394,209,-3237.49,2024-01-24,Debit
1395,209,832.83,2024-04-21,Credit
1396,209,919.37,2024-04-12,Credit
1397,209,1592.13,2024-07-08,Credit
1398,209,3633.76,2024-03-06,Credit
1399,209,1697.64,2024-07-27,Credit
1400,209,2224.98,2024-03-27,Credit
1401,209,3441.08,2024-07-12,Credit
1402,209,-4564.59,2024-07-31,Debit
1403,209,-69.03,2024-12-09,Debit
1404,209,-3742.89,2024-12-23,Debit
1405,209,-4369.28,2024-01-15,Debit
1406,209,-4116.66,2024-06-01,Debit
1407,209,-2077.73,2024-05-05,Debit
1408,209,-1328.27,2024-11-18,Debit
1409,209,2228.33,2024-02-21,Credit
1410,209,-225.77,2024-05-25,Debit
1411,209,2730.98,2024-11-11,Credit
1412,209,2241.6,2024-06-22,Credit
1413,209,4757.09,2024-08-30,Credit
1414,209,-888.52,2024-05-31,Debit
1415,209,3102.98,2024-07-18,Credit
1416,209,1654.39,2024-01-13,Credit
1417,209,75.07,2024-01-03,Credit
1418,209,-4323.54,2024-02-03,Debit
1419,209,2547.68,2024-08-13,Credit
1420,209,293.51,2024-01-15,Credit
1421,209,2530.17,2024-07-28,Credit
1422,209,949.54,2024-03-01,Credit
1423,209,-861.29,2024-09-03,Debit
1424,209,3900.28,2024-11-01,Credit
1425,209,-1461.73,2024-10-07,Debit
1426,209,-2086.47,2024-01-06,Debit
1427,210,-4318.28,2024-09-26,Debit
1428,210,-2617.94,2024-03-16,Debit
1429,210,-722.27,2024-11-17,Debit
1430,210,-1911.13,2024-09-13,Debit
1431,210,4790.56,2024-06-13,Credit
1432,210,-984.87,2024-07-12,Debit
1433,210,4030.33,2024-10-28,Credit
1434,210,1522.82,2024-10-22,Credit
1435,210,-2479.31,2024-04-25,Debit
1436,210,2358.5,2024-03-22,Credit
1437,210,1656.98,2024-07-26,Credit
1438,210,3214.21,2024-12-05,Credit
1439,210,1538.37,2024-03-25,Credit
1440,210,3348.94,2024-11-15,Credit
1441,210,515.72,2024-08-02,Credit
1442,210,3576.4,2024-04-01,Credit
1443,210,3769.78,2024-02-16,Credit
1444,210,-3801.39,2024-11-12,Debit
1445,210,2899.02,2024-10-01,Credit
1446,210,-2175.94,2024-07-11,Debit
1447,210,4181.14,2024-12-16,Credit
1448,210,4241.3,2024-03-22,Credit
1449,210,-4190.73,2024-12-23,Debit
1450,210,-3503.74,2024-01-20,Debit
1451,210,944.28,2024-11-23,Credit
1452,210,-1285.87,2024-02-20,Debit
1453,210,1815.69,2024-04-28,Credit
1454,210,-4476.41,2024-09-13,Debit
1455,210,98.03,2024-10-24,Credit
1456,210,-1262.83,2024-06-08,Debit
1457,210,-1132.13,2024-03-30,Debit
1458,210,990.5,2024-03-06,Credit
1459,211,2882.38,2024-10-25,Credit
1460,211,-1871.45,2024-04-07,Debit
1461,211,-4245.25,2024-09-08,Debit
1462,211,-1258.94,2024-12-27,Debit
1463,211,-3962.75,2024-04-21,Debit
1464,211,3540.26,2024-11-23,Credit
1465,211,2792.79,2024-05-17,Credit
1466,211,3797.86,2024-06-12,Credit
1467,211,-4854.31,2024-01-04,Debit
1468,211,-3378.87,2024-11-27,Debit
1469,211,3280.9,2024-03-16,Credit
1470,211,4514.4,2024-03-29,Credit
1471,211,4614.55,2024-04-14,Credit
1472,211,4160.25,2024-06-05,Credit
1473,211,4096.13,2024-07-28,Credit
1474,211,-4459.83,2024-12-22,Debit
1475,211,-1584.57,2024-05-10,Debit
1476,211,-4406.17,2024-08-10,Debit
1477,211,2740.62,2024-08-24,Credit
1478,211,1244.75,2024-06-17,Credit
1479,211,1354.69,2024-01-14,Credit
1480,211,3951.82,2024-03-17,Credit
1481,211,2840.54,2024-01-11,Credit
1482,211,-4384.85,2024-02-25,Debit
1483,211,-2376.66,2024-01-11,Debit
1484,211,-2094.69,2024-09-26,Debit
1485,211,4889.21,2024-08-01,Credit
1486,211,-4318.89,2024-05-02,Debit
1487,211,-4297.49,2024-10-29,Debit
1488,211,1970.54,2024-09-05,Credit
1489,211,-1469.53,2024-02-26,Debit
1490,211,-225.09,2024-05-28,Debit
1491,211,-1547.95,2024-07-06,Debit
1492,211,-1940.04,2024-08-26,Debit
1493,211,3573.76,2024-03-22,Credit
1494,211,3745.44,2024-01-08,Credit
1495,211,-1450.0,2024-09-21,Debit
1496,211,1991.87,2024-07-24,Credit
1497,211,3423.37,2024-04-23,Credit
1498,211,-1794.95,2024-06-08,Debit
1499,211,-1538.96,2024-09-05,Debit
1500,211,-684.95,2024-04-20,Debit
1501,211,-622.35,2024-06-27,Debit
1502,211,3227.65,2024-09-05,Credit
1503,211,-3680.24,2024-10-21,Debit
1504,211,1871.87,2024-08-03,Credit
1505,211,-4043.31,2024-02-08,Debit
1506,211,-4252.83,2024-04-26,Debit
1507,211,1177.76,2024-12-14,Credit
1508,211,2414.4,2024-09-28,Credit
1509,211,2157.56,2024-02-07,Credit
1510,211,2256.11,2024-02-16,Credit
1511,211,4400.79,2024-03-03,Credit
1512,211,2234.56,2024-02-29,Credit
1513,211,-2954.35,2024-10-21,Debit
1514,211,-177.52,2024-11-22,Debit
1515,211,-4804.14,2024-11-26,Debit
1516,211,1614.06,2024-05-23,Credit
1517,211,-3074.39,2024-01-01,Debit
1518,212,-3212.91,2024-07-21,Debit
1519,212,-3436.01,2024-09-09,Debit
1520,212,-3272.08,2024-03-29,Debit
1521,212,3384.3,2024-10-24,Credit
1522,212,-4913.45,2024-09-18,Debit
1523,212,3224.51,2024-05-30,Credit
1524,212,820.08,2024-11-10,Credit
1525,212,1646.84,2024-05-05,Credit
1526,212,1233.2,2024-10-25,Credit
1527,212,3937.39,2024-08-26,Credit
1528,212,-4052.12,2024-05-27,Debit
1529,212,-617.67,2024-12-02,Debit
1530,212,4321.43,2024-04-04,Credit
1531,212,1933.67,2024-08-29,Credit
1532,212,-3598.51,2024-04-17,Debit
1533,212,-723.16,2024-04-18,Debit
1534,212,-721.22,2024-11-06,Debit
1535,212,1011.52,2024-11-25,Credit
1536,212,-737.74,2024-02-10,Debit
1537,212,-2546.18,2024-06-19,Debit
1538,212,2138.63,2024-07-07,Credit
1539,212,2110.31,2024-05-13,Credit
1540,213,269.21,2024-09-01,Credit
1541,213,-4428.34,2024-04-08,Debit
1542,213,48.51,2024-05-28,Credit
1543,213,-1965.64,2024-02-06,Debit
1544,213,4605.21,2024-08-06,Credit
1545,213,-3616.16,2024-05-12,Debit
1546,213,1494.29,2024-12-05,Credit
1547,213,-1200.77,2024-09-19,Debit
1548,213,-4068.04,2024-04-17,Debit
1549,213,-2379.82,2024-03-30,Debit
1550,213,-3612.15,2024-06-13,Debit
1551,213,-1296.87,2024-12-16,Debit
1552,213,3714.99,2024-03-17,Credit
1553,213,-3454.93,2024-03-10,Debit
1554,213,1515.91,2024-04-04,Credit
1555,213,-1359.29,2024-03-30,Debit
1556,213,-3459.11,2024-07-25,Debit
1557,213,3034.91,2024-06-28,Credit
1558,213,1693.1,2024-07-04,Credit
1559,213,-1531.59,2024-06-26,Debit
1560,213,-3749.5,2024-05-01,Debit
1561,213,-2874.77,2024-08-14,Debit
1562,213,-1311.85,2024-11-18,Debit
1563,213,-2341.11,2024-02-24,Debit
1564,214,442.33,2024-09-24,Credit
1565,214,-4745.3,2024-04-11,Debit
1566,214,-4598.2,2024-04-08,Debit
1567,214,-1674.67,2024-06-23,Debit
1568,214,1886.61,2024-03-13,Credit
1569,214,-2168.42,2024-03-11,Debit
1570,214,-1943.64,2024-08-03,Debit
1571,214,1406.87,2024-11-20,Credit
1572,214,185.84,2024-02-12,Credit
1573,214,3366.28,2024-12-19,Credit
1574,214,653.17,2024-04-10,Credit
1575,214,-3977.97,2024-02-15,Debit
1576,214,2649.22,2024-11-11,Credit
1577,214,3452.11,2024-11-30,Credit
1578,214,415.57,2024-04-28,Credit
1579,214,3306.21,2024-12-26,Credit
1580,214,4553.55,2024-10-24,Credit
1581,214,3913.24,2024-02-02,Credit
1582,214,-1056.46,2024-05-27,Debit
1583,214,-3675.79,2024-06-13,Debit
1584,214,-3244.91,2024-05-02,Debit
1585,214,-138.26,2024-03-10,Debit
1586,214,-483.39,2024-12-24,Debit
1587,214,-2575.41,2024-04-27,Debit
1588,215,-4016.79,2024-11-22,Debit
1589,215,-3456.69,2024-02-18,Debit
1590,215,621.76,2024-02-09,Credit
1591,215,3332.59,2024-11-25,Credit
1592,215,-3675.14,2024-01-17,Debit
1593,215,-2672.19,2024-05-24,Debit
1594,215,-4184.75,2024-01-24,Debit
1595,215,-760.72,2024-02-06,Debit
1596,215,-2594.9,2024-01-16,Debit
1597,215,1291.07,2024-09-07,Credit
1598,215,3731.39,2024-01-05,Credit
1599,215,624.61,2024-03-27,Credit
1600,215,-1411.66,2024-01-08,Debit
1601,215,818.13,2024-03-24,Credit
1602,215,-463.2,2024-01-30,Debit
1603,215,2660.96,2024-11-14,Credit
1604,215,-4885.47,2024-07-11,Debit
1605,215,-4982.97,2024-06-15,Debit
1606,215,3135.5,2024-07-08,Credit
1607,215,-3148.62,2024-05-10,Debit
1608,215,-4567.32,2024-04-16,Debit
1609,215,721.95,2024-10-02,Credit
1610,215,423.1,2024-05-08,Credit
1611,215,18.59,2024-03-03,Credit
1612,215,3191.5,2024-07-09,Credit
1613,215,-3371.69,2024-05-11,Debit
1614,215,-4643.32,2024-04-05,Debit
1615,215,3028.35,2024-10-25,Credit
1616,215,1567.79,2024-09-13,Credit
1617,215,1635.28,2024-11-19,Credit
1618,215,-1733.81,2024-05-27,Debit
1619,215,-515.91,2024-07-05,Debit
1620,215,-4297.08,2024-09-27,Debit
1621,215,-2928.74,2024-04-22,Debit
1622,215,-838.08,2024-02-13,Debit
1623,215,4969.53,2024-07-04,Credit
1624,216,-324.51,2024-07-22,Debit
1625,216,1659.07,2024-03-15,Credit
1626,216,4266.92,2024-02-12,Credit
1627,216,-109.12,2024-02-10,Debit
1628,216,-4987.96,2024-04-17,Debit
1629,216,-954.99,2024-06-26,Debit
1630,216,-3595.51,2024-01-23,Debit
1631,216,534.26,2024-05-05,Credit
1632,216,-400.32,2024-06-13,Debit
1633,216,526.0,2024-07-16,Credit
1634,216,-4209.58,2024-06-28,Debit
1635,216,2057.03,2024-12-06,Credit
1636,216,-280.6,2024-06-02,Debit
1637,216,2706.95,2024-12-24,Credit
1638,216,-68.88,2024-11-28,Debit
1639,216,4149.31,2024-09-16,Credit
1640,216,-2060.76,2024-04-05,Debit
1641,216,-3675.22,2024-11-28,Debit
1642,216,-3572.81,2024-11-30,Debit
1643,216,3182.67,2024-06-21,Credit
1644,216,4496.39,2024-05-07,Credit
1645,216,-375.72,2024-01-20,Debit
1646,216,-4001.68,2024-03-10,Debit
1647,216,-3724.36,2024-08-26,Debit
1648,216,120.6,2024-03-12,Credit
1649,216,-2012.62,2024-04-05,Debit
1650,216,-1870.75,2024-06-15,Debit
1651,216,1820.09,2024-03-22,Credit
1652,216,-2315.4,2024-04-24,Debit
1653,216,-4446.14,2024-11-29,Debit
1654,216,-432.9,2024-01-16,Debit
